step	time	u	v	T
408	4.08000e+01	4.55935e-02	1.51315e-02	2.86982e+02
409	4.09000e+01	4.51634e-02	1.44938e-02	2.87648e+02
410	4.10000e+01	4.46226e-02	1.37345e-02	2.88289e+02
411	4.11000e+01	4.39820e-02	1.28463e-02	2.88887e+02
412	4.12000e+01	4.32506e-02	1.18252e-02	2.89408e+02
413	4.13000e+01	4.24314e-02	1.06702e-02	2.89796e+02
414	4.14000e+01	4.15299e-02	9.38505e-03	2.90028e+02
415	4.15000e+01	4.05431e-02	7.97294e-03	2.90094e+02
416	4.16000e+01	3.95108e-02	6.43641e-03	2.90036e+02
417	4.17000e+01	3.84356e-02	4.78360e-03	2.89858e+02
418	4.18000e+01	3.73176e-02	3.03246e-03	2.89497e+02
419	4.19000e+01	3.61576e-02	1.19890e-03	2.88932e+02
420	4.20000e+01	3.49621e-02	-6.95963e-04	2.88170e+02
421	4.21000e+01	3.37457e-02	-2.62594e-03	2.87231e+02
422	4.22000e+01	3.25294e-02	-4.56128e-03	2.86154e+02
423	4.23000e+01	3.13435e-02	-6.47214e-03	2.84969e+02
424	4.24000e+01	3.02229e-02	-8.32316e-03	2.83753e+02
425	4.25000e+01	2.92194e-02	-1.00885e-02	2.82537e+02
426	4.26000e+01	2.83392e-02	-1.17153e-02	2.81410e+02
427	4.27000e+01	2.75857e-02	-1.31576e-02	2.80420e+02
428	4.28000e+01	2.69567e-02	-1.43974e-02	2.79632e+02
429	4.29000e+01	2.64464e-02	-1.54271e-02	2.79077e+02
430	4.30000e+01	2.60469e-02	-1.62466e-02	2.78756e+02
431	4.31000e+01	2.57493e-02	-1.68611e-02	2.78646e+02
432	4.32000e+01	2.55437e-02	-1.72786e-02	2.78713e+02
433	4.33000e+01	2.54183e-02	-1.75093e-02	2.78917e+02
434	4.34000e+01	2.53584e-02	-1.75644e-02	2.79220e+02
435	4.35000e+01	2.53468e-02	-1.74554e-02	2.79593e+02
436	4.36000e+01	2.53648e-02	-1.71938e-02	2.80016e+02
437	4.37000e+01	2.53947e-02	-1.67905e-02	2.80479e+02
438	4.38000e+01	2.54213e-02	-1.62548e-02	2.80975e+02
439	4.39000e+01	2.54347e-02	-1.55941e-02	2.81500e+02
440	4.40000e+01	2.54307e-02	-1.48133e-02	2.82044e+02
441	4.41000e+01	2.54107e-02	-1.39157e-02	2.82598e+02
442	4.42000e+01	2.53794e-02	-1.29038e-02	2.83145e+02
443	4.43000e+01	2.53427e-02	-1.17805e-02	2.83662e+02
444	4.44000e+01	2.53062e-02	-1.05502e-02	2.84120e+02
445	4.45000e+01	2.52747e-02	-9.21872e-03	2.84486e+02
446	4.46000e+01	2.52546e-02	-7.79546e-03	2.84730e+02
447	4.47000e+01	2.52566e-02	-6.29138e-03	2.84836e+02
448	4.48000e+01	2.52963e-02	-4.72772e-03	2.84781e+02
449	4.49000e+01	2.53859e-02	-3.12120e-03	2.84554e+02
450	4.50000e+01	2.55389e-02	-1.49272e-03	2.84137e+02
451	4.51000e+01	2.57681e-02	1.33338e-04	2.83534e+02
452	4.52000e+01	2.60842e-02	1.72912e-03	2.82763e+02
453	4.53000e+01	2.64946e-02	3.26496e-03	2.81856e+02
454	4.54000e+01	2.70028e-02	4.71178e-03	2.80859e+02
455	4.55000e+01	2.76100e-02	6.04340e-03	2.79820e+02
456	4.56000e+01	2.83146e-02	7.24164e-03	2.78814e+02
457	4.57000e+01	2.91095e-02	8.29498e-03	2.77892e+02
458	4.58000e+01	2.99912e-02	9.20611e-03	2.77124e+02
459	4.59000e+01	3.09486e-02	9.98218e-03	2.76539e+02
460	4.60000e+01	3.19690e-02	1.06371e-02	2.76114e+02
461	4.61000e+01	3.30378e-02	1.11948e-02	2.75835e+02
462	4.62000e+01	3.41409e-02	1.16786e-02	2.75691e+02
463	4.63000e+01	3.52630e-02	1.21101e-02	2.75669e+02
464	4.64000e+01	3.63870e-02	1.25077e-02	2.75759e+02
465	4.65000e+01	3.74929e-02	1.28857e-02	2.75946e+02
466	4.66000e+01	3.85590e-02	1.32533e-02	2.76211e+02
467	4.67000e+01	3.95652e-02	1.36158e-02	2.76532e+02
468	4.68000e+01	4.04969e-02	1.39752e-02	2.76895e+02
469	4.69000e+01	4.13478e-02	1.43316e-02	2.77294e+02
470	4.70000e+01	4.21201e-02	1.46827e-02	2.77725e+02
471	4.71000e+01	4.28213e-02	1.50247e-02	2.78189e+02
472	4.72000e+01	4.34602e-02	1.53520e-02	2.78681e+02
473	4.73000e+01	4.40429e-02	1.56574e-02	2.79198e+02
474	4.74000e+01	4.45712e-02	1.59335e-02	2.79739e+02
475	4.75000e+01	4.50419e-02	1.61724e-02	2.80306e+02
476	4.76000e+01	4.54491e-02	1.63668e-02	2.80905e+02
477	4.77000e+01	4.57861e-02	1.65092e-02	2.81537e+02
478	4.78000e+01	4.60472e-02	1.65923e-02	2.82202e+02
479	4.79000e+01	4.62293e-02	1.66080e-02	2.82892e+02
480	4.80000e+01	4.63313e-02	1.65481e-02	2.83598e+02
481	4.81000e+01	4.63540e-02	1.64042e-02	2.84311e+02
482	4.82000e+01	4.62978e-02	1.61684e-02	2.85026e+02
483	4.83000e+01	4.61610e-02	1.58335e-02	2.85737e+02
484	4.84000e+01	4.59379e-02	1.53937e-02	2.86433e+02
485	4.85000e+01	4.56194e-02	1.48446e-02	2.87100e+02
486	4.86000e+01	4.51953e-02	1.41815e-02	2.87720e+02
487	4.87000e+01	4.46580e-02	1.34001e-02	2.88285e+02
488	4.88000e+01	4.40054e-02	1.24945e-02	2.88790e+02
489	4.89000e+01	4.32423e-02	1.14592e-02	2.89235e+02
490	4.90000e+01	4.23765e-02	1.02895e-02	2.89612e+02
491	4.91000e+01	4.14210e-02	8.98354e-03	2.89884e+02
492	4.92000e+01	4.03885e-02	7.54607e-03	2.90024e+02
493	4.93000e+01	3.93124e-02	5.97944e-03	2.89985e+02
494	4.94000e+01	3.81954e-02	4.30806e-03	2.89728e+02
495	4.95000e+01	3.70448e-02	2.55118e-03	2.89224e+02
496	4.96000e+01	3.58716e-02	7.25713e-04	2.88504e+02
497	4.97000e+01	3.46902e-02	-1.15071e-03	2.87634e+02
498	4.98000e+01	3.35153e-02	-3.05762e-03	2.86654e+02
499	4.99000e+01	3.23612e-02	-4.96751e-03	2.85598e+02
500	5.00000e+01	3.12433e-02	-6.85048e-03	2.84461e+02
