step	time	u	v	T
92	9.20000e+00	3.25152e-02	1.25963e-02	2.86198e+02
93	9.30000e+00	3.20816e-02	1.23127e-02	2.86456e+02
94	9.40000e+00	3.16749e-02	1.19617e-02	2.86680e+02
95	9.50000e+00	3.13185e-02	1.15422e-02	2.86880e+02
96	9.60000e+00	3.10064e-02	1.10625e-02	2.87080e+02
97	9.70000e+00	3.06988e-02	1.05364e-02	2.87295e+02
98	9.80000e+00	3.03388e-02	9.97716e-03	2.87558e+02
99	9.90000e+00	2.98536e-02	9.38957e-03	2.87896e+02
100	1.00000e+01	2.92087e-02	8.76773e-03	2.88336e+02
101	1.01000e+01	2.83978e-02	8.09387e-03	2.88885e+02
102	1.02000e+01	2.74588e-02	7.34539e-03	2.89511e+02
103	1.03000e+01	2.64211e-02	6.50619e-03	2.90102e+02
104	1.04000e+01	2.53312e-02	5.57807e-03	2.90523e+02
105	1.05000e+01	2.42324e-02	4.57756e-03	2.90735e+02
106	1.06000e+01	2.31492e-02	3.52896e-03	2.90771e+02
107	1.07000e+01	2.20792e-02	2.45939e-03	2.90710e+02
108	1.08000e+01	2.09976e-02	1.38972e-03	2.90655e+02
109	1.09000e+01	1.98688e-02	3.28354e-04	2.90703e+02
110	1.10000e+01	1.86616e-02	-7.31073e-04	2.90910e+02
111	1.11000e+01	1.73603e-02	-1.80530e-03	2.91278e+02
112	1.12000e+01	1.59665e-02	-2.91438e-03	2.91732e+02
113	1.13000e+01	1.45041e-02	-4.07199e-03	2.92149e+02
114	1.14000e+01	1.29875e-02	-5.28115e-03	2.92413e+02
115	1.15000e+01	1.14614e-02	-6.53262e-03	2.92439e+02
116	1.16000e+01	9.97252e-03	-7.80936e-03	2.92302e+02
117	1.17000e+01	8.58817e-03	-9.09574e-03	2.92057e+02
118	1.18000e+01	7.29119e-03	-1.03445e-02	2.91582e+02
119	1.19000e+01	6.06982e-03	-1.14927e-02	2.90626e+02
120	1.20000e+01	4.93598e-03	-1.24842e-02	2.89379e+02
121	1.21000e+01	3.91501e-03	-1.33027e-02	2.88174e+02
122	1.22000e+01	3.02052e-03	-1.39407e-02	2.87185e+02
123	1.23000e+01	2.27763e-03	-1.44018e-02	2.86389e+02
124	1.24000e+01	1.71126e-03	-1.47000e-02	2.85745e+02
125	1.25000e+01	1.33245e-03	-1.48529e-02	2.85142e+02
126	1.26000e+01	1.13203e-03	-1.48642e-02	2.84443e+02
127	1.27000e+01	1.08076e-03	-1.47219e-02	2.83574e+02
128	1.28000e+01	1.13616e-03	-1.44097e-02	2.82560e+02
129	1.29000e+01	1.25337e-03	-1.39180e-02	2.81519e+02
130	1.30000e+01	1.39556e-03	-1.32503e-02	2.80606e+02
131	1.31000e+01	1.54039e-03	-1.24214e-02	2.79951e+02
132	1.32000e+01	1.68199e-03	-1.14508e-02	2.79615e+02
133	1.33000e+01	1.82780e-03	-1.03578e-02	2.79575e+02
134	1.34000e+01	1.99264e-03	-9.15705e-03	2.79759e+02
135	1.35000e+01	2.19506e-03	-7.85887e-03	2.80077e+02
136	1.36000e+01	2.45322e-03	-6.46914e-03	2.80489e+02
137	1.37000e+01	2.75906e-03	-5.00166e-03	2.80935e+02
138	1.38000e+01	3.09983e-03	-3.46484e-03	2.81332e+02
139	1.39000e+01	3.46549e-03	-1.86956e-03	2.81659e+02
140	1.40000e+01	3.85570e-03	-2.27042e-04	2.81951e+02
141	1.41000e+01	4.78053e-03	3.15429e-03	2.82736e+02
142	1.42000e+01	5.37912e-03	4.86568e-03	2.83374e+02
143	1.43000e+01	6.11237e-03	6.55914e-03	2.84143e+02
144	1.44000e+01	6.99239e-03	8.20070e-03	2.84812e+02
145	1.45000e+01	9.18598e-03	1.10228e-02	2.84477e+02
146	1.46000e+01	1.04434e-02	1.21391e-02	2.83262e+02
147	1.47000e+01	1.17753e-02	1.30885e-02	2.81761e+02
148	1.48000e+01	1.31815e-02	1.38989e-02	2.80344e+02
149	1.49000e+01	1.78931e-02	1.55622e-02	2.77189e+02
150	1.50000e+01	1.96310e-02	1.58868e-02	2.76583e+02
151	1.51000e+01	2.14385e-02	1.61396e-02	2.76337e+02
152	1.52000e+01	2.32832e-02	1.63527e-02	2.76421e+02
153	1.53000e+01	2.51136e-02	1.65503e-02	2.76701e+02
154	1.54000e+01	2.68716e-02	1.67462e-02	2.77038e+02
155	1.55000e+01	2.85112e-02	1.69468e-02	2.77370e+02
156	1.56000e+01	3.00098e-02	1.71532e-02	2.77714e+02
157	1.57000e+01	3.13674e-02	1.73616e-02	2.78109e+02
158	1.58000e+01	3.25975e-02	1.75654e-02	2.78570e+02
159	1.59000e+01	3.37166e-02	1.77571e-02	2.79081e+02
160	1.60000e+01	3.47382e-02	1.79307e-02	2.79617e+02
161	1.61000e+01	3.56704e-02	1.80824e-02	2.80162e+02
162	1.62000e+01	3.65163e-02	1.82095e-02	2.80713e+02
163	1.63000e+01	3.72752e-02	1.83081e-02	2.81276e+02
164	1.64000e+01	3.79448e-02	1.83717e-02	2.81861e+02
165	1.65000e+01	3.85229e-02	1.83910e-02	2.82475e+02
166	1.66000e+01	3.90082e-02	1.83554e-02	2.83121e+02
167	1.67000e+01	3.94012e-02	1.82546e-02	2.83790e+02
168	1.68000e+01	3.97044e-02	1.80809e-02	2.84469e+02
169	1.69000e+01	3.99236e-02	1.78290e-02	2.85148e+02
170	1.70000e+01	4.00670e-02	1.74958e-02	2.85826e+02
171	1.71000e+01	4.01432e-02	1.70789e-02	2.86514e+02
172	1.72000e+01	4.01566e-02	1.65748e-02	2.87225e+02
173	1.73000e+01	4.01018e-02	1.59791e-02	2.87961e+02
174	1.74000e+01	3.99610e-02	1.52864e-02	2.88700e+02
175	1.75000e+01	3.97068e-02	1.44912e-02	2.89407e+02
176	1.76000e+01	3.93123e-02	1.35870e-02	2.90049e+02
177	1.77000e+01	3.87633e-02	1.25675e-02	2.90638e+02
178	1.78000e+01	3.80653e-02	1.14239e-02	2.91198e+02
179	1.79000e+01	3.72458e-02	1.01501e-02	2.91788e+02
180	1.80000e+01	3.63294e-02	8.73951e-03	2.92382e+02
181	1.81000e+01	3.53631e-02	7.19793e-03	2.92973e+02
182	1.82000e+01	3.43807e-02	5.52566e-03	2.93467e+02
183	1.83000e+01	3.33718e-02	3.75414e-03	2.93731e+02
184	1.84000e+01	3.23242e-02	1.89776e-03	2.93645e+02
185	1.85000e+01	3.12311e-02	-3.28187e-05	2.93243e+02
186	1.86000e+01	3.00977e-02	-2.03479e-03	2.92625e+02
187	1.87000e+01	2.89311e-02	-4.10514e-03	2.91897e+02
188	1.88000e+01	2.77389e-02	-6.23513e-03	2.91065e+02
189	1.89000e+01	2.65324e-02	-8.39501e-03	2.90120e+02
190	1.90000e+01	2.53683e-02	-1.05545e-02	2.88983e+02
191	1.91000e+01	2.42421e-02	-1.26329e-02	2.87622e+02
192	1.92000e+01	2.31684e-02	-1.45516e-02	2.86023e+02
193	1.93000e+01	2.21759e-02	-1.62694e-02	2.84342e+02
194	1.94000e+01	2.12979e-02	-1.77700e-02	2.82743e+02
195	1.95000e+01	2.05608e-02	-1.90497e-02	2.81331e+02
196	1.96000e+01	1.99776e-02	-2.01071e-02	2.80147e+02
197	1.97000e+01	1.95473e-02	-2.09368e-02	2.79208e+02
198	1.98000e+01	1.92575e-02	-2.15319e-02	2.78523e+02
199	1.99000e+01	1.90891e-02	-2.18886e-02	2.78097e+02
200	2.00000e+01	1.90209e-02	-2.20100e-02	2.77920e+02
201	2.01000e+01	1.90329e-02	-2.19074e-02	2.77960e+02
202	2.02000e+01	1.91071e-02	-2.15986e-02	2.78171e+02
203	2.03000e+01	1.92273e-02	-2.11050e-02	2.78503e+02
204	2.04000e+01	1.93773e-02	-2.04480e-02	2.78911e+02
205	2.05000e+01	1.95398e-02	-1.96463e-02	2.79359e+02
206	2.06000e+01	1.96970e-02	-1.87145e-02	2.79823e+02
207	2.07000e+01	1.98333e-02	-1.76623e-02	2.80289e+02
208	2.08000e+01	1.99391e-02	-1.64966e-02	2.80756e+02
209	2.09000e+01	2.00132e-02	-1.52219e-02	2.81232e+02
210	2.10000e+01	2.00624e-02	-1.38430e-02	2.81730e+02
211	2.11000e+01	2.00983e-02	-1.23649e-02	2.82257e+02
212	2.12000e+01	2.01321e-02	-1.07936e-02	2.82807e+02
213	2.13000e+01	2.01723e-02	-9.13517e-03	2.83354e+02
214	2.14000e+01	2.02211e-02	-7.39789e-03	2.83847e+02
215	2.15000e+01	2.02861e-02	-5.58962e-03	2.84238e+02
216	2.16000e+01	2.03693e-02	-3.73131e-03	2.84450e+02
217	2.17000e+01	2.04784e-02	-1.83462e-03	2.84439e+02
218	2.18000e+01	2.06299e-02	8.16805e-05	2.84194e+02
219	2.19000e+01	2.08463e-02	1.99178e-03	2.83739e+02
220	2.20000e+01	2.11490e-02	3.86092e-03	2.83101e+02
221	2.21000e+01	2.15539e-02	5.64832e-03	2.82293e+02
222	2.22000e+01	2.20693e-02	7.31166e-03	2.81336e+02
223	2.23000e+01	2.26999e-02	8.81623e-03	2.80281e+02
224	2.24000e+01	2.34460e-02	1.01391e-02	2.79224e+02
225	2.25000e+01	2.43042e-02	1.12686e-02	2.78239e+02
226	2.26000e+01	2.52683e-02	1.22122e-02	2.77370e+02
227	2.27000e+01	2.63298e-02	1.29817e-02	2.76641e+02
228	2.28000e+01	2.87044e-02	1.40813e-02	2.75700e+02
229	2.29000e+01	2.99940e-02	1.44682e-02	2.75519e+02
230	2.30000e+01	3.13296e-02	1.47873e-02	2.75513e+02
231	2.31000e+01	3.26869e-02	1.50654e-02	2.75640e+02
232	2.32000e+01	3.40373e-02	1.53227e-02	2.75860e+02
233	2.33000e+01	3.53502e-02	1.55727e-02	2.76144e+02
234	2.34000e+01	3.65960e-02	1.58224e-02	2.76476e+02
235	2.35000e+01	3.77485e-02	1.60739e-02	2.76844e+02
236	2.36000e+01	3.87897e-02	1.63265e-02	2.77238e+02
237	2.37000e+01	3.97134e-02	1.65784e-02	2.77655e+02
238	2.38000e+01	4.05278e-02	1.68272e-02	2.78095e+02
239	2.39000e+01	4.12525e-02	1.70699e-02	2.78562e+02
240	2.40000e+01	4.19119e-02	1.73013e-02	2.79053e+02
241	2.41000e+01	4.25269e-02	1.75144e-02	2.79566e+02
242	2.42000e+01	4.31079e-02	1.77000e-02	2.80094e+02
243	2.43000e+01	4.36530e-02	1.78491e-02	2.80641e+02
244	2.44000e+01	4.41495e-02	1.79533e-02	2.81217e+02
245	2.45000e+01	4.45791e-02	1.80055e-02	2.81838e+02
246	2.46000e+01	4.49235e-02	1.80001e-02	2.82511e+02
247	2.47000e+01	4.51684e-02	1.79312e-02	2.83234e+02
248	2.48000e+01	4.53071e-02	1.77926e-02	2.83990e+02
249	2.49000e+01	4.53405e-02	1.75764e-02	2.84761e+02
250	2.50000e+01	4.52757e-02	1.72740e-02	2.85532e+02
251	2.51000e+01	4.51221e-02	1.68767e-02	2.86299e+02
252	2.52000e+01	4.48859e-02	1.63774e-02	2.87060e+02
253	2.53000e+01	4.45652e-02	1.57717e-02	2.87809e+02
254	2.54000e+01	4.41493e-02	1.50573e-02	2.88523e+02
255	2.55000e+01	4.36223e-02	1.42330e-02	2.89187e+02
256	2.56000e+01	4.29721e-02	1.32956e-02	2.89790e+02
257	2.57000e+01	4.21981e-02	1.22392e-02	2.90354e+02
258	2.58000e+01	4.13098e-02	1.10538e-02	2.90882e+02
259	2.59000e+01	4.03305e-02	9.73199e-03	2.91381e+02
260	2.60000e+01	3.92668e-02	8.26826e-03	2.91771e+02
261	2.61000e+01	3.81657e-02	6.66818e-03	2.92009e+02
262	2.62000e+01	3.70361e-02	4.94213e-03	2.92020e+02
263	2.63000e+01	3.58732e-02	3.12156e-03	2.91698e+02
264	2.64000e+01	3.46753e-02	1.22434e-03	2.91059e+02
265	2.65000e+01	3.34478e-02	-7.33952e-04	2.90203e+02
266	2.66000e+01	3.21988e-02	-2.73962e-03	2.89214e+02
267	2.67000e+01	3.09379e-02	-4.77218e-03	2.88142e+02
268	2.68000e+01	2.96723e-02	-6.80495e-03	2.86953e+02
269	2.69000e+01	2.84414e-02	-8.79458e-03	2.85665e+02
270	2.70000e+01	2.72979e-02	-1.07062e-02	2.84293e+02
271	2.71000e+01	2.62665e-02	-1.24658e-02	2.82930e+02
272	2.72000e+01	2.53762e-02	-1.40302e-02	2.81651e+02
273	2.73000e+01	2.46465e-02	-1.53820e-02	2.80546e+02
274	2.74000e+01	2.40808e-02	-1.65158e-02	2.79652e+02
275	2.75000e+01	2.36661e-02	-1.74290e-02	2.78972e+02
276	2.76000e+01	2.33790e-02	-1.81210e-02	2.78501e+02
277	2.77000e+01	2.31936e-02	-1.85941e-02	2.78245e+02
278	2.78000e+01	2.30862e-02	-1.88562e-02	2.78205e+02
279	2.79000e+01	2.30382e-02	-1.89197e-02	2.78367e+02
280	2.80000e+01	2.30347e-02	-1.87999e-02	2.78695e+02
281	2.81000e+01	2.30628e-02	-1.85122e-02	2.79133e+02
282	2.82000e+01	2.31092e-02	-1.80711e-02	2.79627e+02
283	2.83000e+01	2.31600e-02	-1.74889e-02	2.80134e+02
284	2.84000e+01	2.32011e-02	-1.67769e-02	2.80631e+02
285	2.85000e+01	2.32209e-02	-1.59445e-02	2.81110e+02
286	2.86000e+01	2.32130e-02	-1.49988e-02	2.81574e+02
287	2.87000e+01	2.31794e-02	-1.39448e-02	2.82033e+02
288	2.88000e+01	2.31304e-02	-1.27847e-02	2.82496e+02
289	2.89000e+01	2.30831e-02	-1.15193e-02	2.82965e+02
290	2.90000e+01	2.30558e-02	-1.01503e-02	2.83438e+02
291	2.91000e+01	2.30638e-02	-8.68164e-03	2.83895e+02
292	2.92000e+01	2.31115e-02	-7.12259e-03	2.84300e+02
293	2.93000e+01	2.32034e-02	-5.48823e-03	2.84600e+02
294	2.94000e+01	2.33286e-02	-3.80232e-03	2.84726e+02
295	2.95000e+01	2.34789e-02	-2.08415e-03	2.84598e+02
296	2.96000e+01	2.36562e-02	-3.55680e-04	2.84190e+02
297	2.97000e+01	2.38776e-02	1.35885e-03	2.83539e+02
298	2.98000e+01	2.41713e-02	3.03203e-03	2.82719e+02
299	2.99000e+01	2.45673e-02	4.63221e-03	2.81798e+02
300	3.00000e+01	2.50886e-02	6.12511e-03	2.80809e+02
301	3.01000e+01	2.57453e-02	7.47992e-03	2.79790e+02
302	3.02000e+01	2.65340e-02	8.67416e-03	2.78772e+02
303	3.03000e+01	2.74441e-02	9.70533e-03	2.77854e+02
304	3.04000e+01	2.84566e-02	1.05747e-02	2.77079e+02
305	3.05000e+01	2.95463e-02	1.13030e-02	2.76472e+02
306	3.06000e+01	3.06869e-02	1.19119e-02	2.76028e+02
307	3.07000e+01	3.18547e-02	1.24222e-02	2.75733e+02
308	3.08000e+01	3.30331e-02	1.28552e-02	2.75580e+02
309	3.09000e+01	3.42119e-02	1.32328e-02	2.75566e+02
310	3.10000e+01	3.53842e-02	1.35757e-02	2.75681e+02
311	3.11000e+01	3.65410e-02	1.39010e-02	2.75899e+02
312	3.12000e+01	3.76675e-02	1.42210e-02	2.76190e+02
313	3.13000e+01	3.87432e-02	1.45426e-02	2.76528e+02
314	3.14000e+01	3.97455e-02	1.48674e-02	2.76897e+02
315	3.15000e+01	4.06551e-02	1.51934e-02	2.77295e+02
316	3.16000e+01	4.14615e-02	1.55156e-02	2.77727e+02
317	3.17000e+01	4.21656e-02	1.58282e-02	2.78196e+02
318	3.18000e+01	4.27800e-02	1.61248e-02	2.78701e+02
319	3.19000e+01	4.33242e-02	1.63988e-02	2.79238e+02
320	3.20000e+01	4.38187e-02	1.66440e-02	2.79799e+02
321	3.21000e+01	4.42787e-02	1.68535e-02	2.80377e+02
322	3.22000e+01	4.47098e-02	1.70203e-02	2.80968e+02
323	3.23000e+01	4.51069e-02	1.71368e-02	2.81580e+02
324	3.24000e+01	4.54556e-02	1.71951e-02	2.82222e+02
325	3.25000e+01	4.57363e-02	1.71875e-02	2.82904e+02
326	3.26000e+01	4.59282e-02	1.71064e-02	2.83626e+02
327	3.27000e+01	4.60142e-02	1.69442e-02	2.84377e+02
328	3.28000e+01	4.59844e-02	1.66934e-02	2.85138e+02
329	3.29000e+01	4.58377e-02	1.63461e-02	2.85895e+02
330	3.30000e+01	4.55812e-02	1.58944e-02	2.86638e+02
331	3.31000e+01	4.52261e-02	1.53311e-02	2.87365e+02
332	3.32000e+01	4.47811e-02	1.46501e-02	2.88063e+02
333	3.33000e+01	4.42486e-02	1.38478e-02	2.88709e+02
334	3.34000e+01	4.36232e-02	1.29224e-02	2.89264e+02
335	3.35000e+01	4.28978e-02	1.18732e-02	2.89713e+02
336	3.36000e+01	4.20662e-02	1.06976e-02	2.90050e+02
337	3.37000e+01	4.11356e-02	9.39237e-03	2.90305e+02
338	3.38000e+01	4.01102e-02	7.95278e-03	2.90491e+02
339	3.39000e+01	3.90370e-02	6.37618e-03	2.90608e+02
340	3.40000e+01	3.79176e-02	4.67324e-03	2.90578e+02
341	3.41000e+01	3.67512e-02	2.87009e-03	2.90272e+02
342	3.42000e+01	3.55413e-02	9.90666e-04	2.89653e+02
343	3.43000e+01	3.43012e-02	-9.40485e-04	2.88771e+02
344	3.44000e+01	3.30521e-02	-2.90088e-03	2.87707e+02
345	3.45000e+01	3.18188e-02	-4.86682e-03	2.86549e+02
346	3.46000e+01	3.06230e-02	-6.81489e-03	2.85316e+02
347	3.47000e+01	2.94981e-02	-8.70821e-03	2.84069e+02
348	3.48000e+01	2.84819e-02	-1.05176e-02	2.82819e+02
349	3.49000e+01	2.75801e-02	-1.21757e-02	2.81653e+02
350	3.50000e+01	2.68028e-02	-1.36411e-02	2.80628e+02
351	3.51000e+01	2.61584e-02	-1.48966e-02	2.79814e+02
352	3.52000e+01	2.56492e-02	-1.59383e-02	2.79227e+02
353	3.53000e+01	2.52699e-02	-1.67676e-02	2.78850e+02
354	3.54000e+01	2.50079e-02	-1.73886e-02	2.78647e+02
355	3.55000e+01	2.48459e-02	-1.78069e-02	2.78594e+02
356	3.56000e+01	2.47643e-02	-1.80311e-02	2.78677e+02
357	3.57000e+01	2.47427e-02	-1.80725e-02	2.78890e+02
358	3.58000e+01	2.47614e-02	-1.79443e-02	2.79219e+02
359	3.59000e+01	2.48017e-02	-1.76596e-02	2.79647e+02
360	3.60000e+01	2.48477e-02	-1.72303e-02	2.80148e+02
361	3.61000e+01	2.48866e-02	-1.66659e-02	2.80696e+02
362	3.62000e+01	2.49096e-02	-1.59741e-02	2.81267e+02
363	3.63000e+01	2.49114e-02	-1.51612e-02	2.81843e+02
364	3.64000e+01	2.48897e-02	-1.42325e-02	2.82404e+02
365	3.65000e+01	2.48455e-02	-1.31925e-02	2.82930e+02
366	3.66000e+01	2.47838e-02	-1.20446e-02	2.83402e+02
367	3.67000e+01	2.47149e-02	-1.07919e-02	2.83804e+02
368	3.68000e+01	2.46538e-02	-9.43794e-03	2.84131e+02
369	3.69000e+01	2.46196e-02	-7.98938e-03	2.84382e+02
370	3.70000e+01	2.46280e-02	-6.45624e-03	2.84557e+02
371	3.71000e+01	2.46945e-02	-4.85919e-03	2.84628e+02
372	3.72000e+01	2.48185e-02	-3.21807e-03	2.84559e+02
373	3.73000e+01	2.49951e-02	-1.55517e-03	2.84278e+02
374	3.74000e+01	2.52211e-02	1.05248e-04	2.83753e+02
375	3.75000e+01	2.55019e-02	1.73718e-03	2.83002e+02
376	3.76000e+01	2.58526e-02	3.31326e-03	2.82085e+02
377	3.77000e+01	2.62936e-02	4.80450e-03	2.81075e+02
378	3.78000e+01	2.68447e-02	6.18147e-03	2.80029e+02
379	3.79000e+01	2.75175e-02	7.42021e-03	2.79011e+02
380	3.80000e+01	2.83134e-02	8.50384e-03	2.78061e+02
381	3.81000e+01	2.92273e-02	9.43536e-03	2.77255e+02
382	3.82000e+01	3.02435e-02	1.02227e-02	2.76629e+02
383	3.83000e+01	3.13390e-02	1.08871e-02	2.76174e+02
384	3.84000e+01	3.24860e-02	1.14541e-02	2.75875e+02
385	3.85000e+01	3.36563e-02	1.19454e-02	2.75711e+02
386	3.86000e+01	3.48251e-02	1.23801e-02	2.75666e+02
387	3.87000e+01	3.59724e-02	1.27741e-02	2.75734e+02
388	3.88000e+01	3.70832e-02	1.31413e-02	2.75902e+02
389	3.89000e+01	3.81465e-02	1.34931e-02	2.76150e+02
390	3.90000e+01	3.91544e-02	1.38384e-02	2.76456e+02
391	3.91000e+01	4.01020e-02	1.41829e-02	2.76804e+02
392	3.92000e+01	4.09863e-02	1.45286e-02	2.77184e+02
393	3.93000e+01	4.18047e-02	1.48736e-02	2.77598e+02
394	3.94000e+01	4.25540e-02	1.52124e-02	2.78046e+02
395	3.95000e+01	4.32298e-02	1.55374e-02	2.78528e+02
396	3.96000e+01	4.38286e-02	1.58404e-02	2.79045e+02
397	3.97000e+01	4.43492e-02	1.61136e-02	2.79596e+02
398	3.98000e+01	4.47941e-02	1.63504e-02	2.80180e+02
399	3.99000e+01	4.51693e-02	1.65444e-02	2.80795e+02
400	4.00000e+01	4.54823e-02	1.66890e-02	2.81433e+02
401	4.01000e+01	4.57396e-02	1.67767e-02	2.82089e+02
402	4.02000e+01	4.59440e-02	1.67990e-02	2.82759e+02
403	4.03000e+01	4.60933e-02	1.67473e-02	2.83445e+02
404	4.04000e+01	4.61788e-02	1.66135e-02	2.84149e+02
405	4.05000e+01	4.61867e-02	1.63907e-02	2.84865e+02
406	4.06000e+01	4.61007e-02	1.60732e-02	2.85585e+02
407	4.07000e+01	4.59059e-02	1.56554e-02	2.86294e+02
