step	time	u	v	T
410	4.10000e+01	2.13903e-02	6.17798e-05	2.89539e+02
411	4.11000e+01	2.14173e-02	2.46852e-04	2.89245e+02
412	4.12000e+01	2.14744e-02	4.44419e-04	2.88937e+02
413	4.13000e+01	2.15575e-02	6.51953e-04	2.88614e+02
414	4.14000e+01	2.16625e-02	8.66866e-04	2.88277e+02
415	4.15000e+01	2.17870e-02	1.08693e-03	2.87926e+02
416	4.16000e+01	2.19297e-02	1.31057e-03	2.87560e+02
417	4.17000e+01	2.20910e-02	1.53683e-03	2.87180e+02
418	4.18000e+01	2.22713e-02	1.76520e-03	2.86788e+02
419	4.19000e+01	2.24705e-02	1.99524e-03	2.86389e+02
420	4.20000e+01	2.26871e-02	2.22619e-03	2.85987e+02
421	4.21000e+01	2.29182e-02	2.45678e-03	2.85592e+02
422	4.22000e+01	2.31600e-02	2.68526e-03	2.85210e+02
423	4.23000e+01	2.34093e-02	2.90961e-03	2.84849e+02
424	4.24000e+01	2.36647e-02	3.12788e-03	2.84513e+02
425	4.25000e+01	2.39268e-02	3.33849e-03	2.84205e+02
426	4.26000e+01	2.41985e-02	3.54043e-03	2.83924e+02
427	4.27000e+01	2.44836e-02	3.73328e-03	2.83670e+02
428	4.28000e+01	2.47853e-02	3.91709e-03	2.83440e+02
429	4.29000e+01	2.51047e-02	4.09218e-03	2.83233e+02
430	4.30000e+01	2.54394e-02	4.25885e-03	2.83052e+02
431	4.31000e+01	2.57835e-02	4.41720e-03	2.82902e+02
432	4.32000e+01	2.61288e-02	4.56694e-03	2.82787e+02
433	4.33000e+01	2.64666e-02	4.70736e-03	2.82713e+02
434	4.34000e+01	2.67896e-02	4.83743e-03	2.82682e+02
435	4.35000e+01	2.70935e-02	4.95595e-03	2.82692e+02
436	4.36000e+01	2.73776e-02	5.06182e-03	2.82736e+02
437	4.37000e+01	2.76448e-02	5.15431e-03	2.82806e+02
438	4.38000e+01	2.78995e-02	5.23326e-03	2.82891e+02
439	4.39000e+01	2.81465e-02	5.29907e-03	2.82987e+02
440	4.40000e+01	2.83891e-02	5.35255e-03	2.83090e+02
441	4.41000e+01	2.86279e-02	5.39453e-03	2.83205e+02
442	4.42000e+01	2.88613e-02	5.42555e-03	2.83335e+02
443	4.43000e+01	2.90851e-02	5.44550e-03	2.83488e+02
444	4.44000e+01	2.92946e-02	5.45355e-03	2.83667e+02
445	4.45000e+01	2.94852e-02	5.44838e-03	2.83871e+02
446	4.46000e+01	2.96531e-02	5.42855e-03	2.84096e+02
447	4.47000e+01	2.97958e-02	5.39298e-03	2.84334e+02
448	4.48000e+01	2.99120e-02	5.34131e-03	2.84578e+02
449	4.49000e+01	3.00011e-02	5.27405e-03	2.84822e+02
450	4.50000e+01	3.00628e-02	5.19232e-03	2.85065e+02
451	4.51000e+01	3.00974e-02	5.09749e-03	2.85306e+02
452	4.52000e+01	3.01056e-02	4.99065e-03	2.85551e+02
453	4.53000e+01	3.00886e-02	4.87224e-03	2.85804e+02
454	4.54000e+01	3.00487e-02	4.74199e-03	2.86069e+02
455	4.55000e+01	2.99888e-02	4.59914e-03	2.86346e+02
456	4.56000e+01	2.99119e-02	4.44286e-03	2.86633e+02
457	4.57000e+01	2.98205e-02	4.27274e-03	2.86925e+02
458	4.58000e+01	2.97157e-02	4.08915e-03	2.87218e+02
459	4.59000e+01	2.95973e-02	3.89324e-03	2.87506e+02
460	4.60000e+01	2.94635e-02	3.68675e-03	2.87789e+02
461	4.61000e+01	2.93120e-02	3.47158e-03	2.88066e+02
462	4.62000e+01	2.91406e-02	3.24935e-03	2.88341e+02
463	4.63000e+01	2.89478e-02	3.02113e-03	2.88614e+02
464	4.64000e+01	2.87338e-02	2.78749e-03	2.88888e+02
465	4.65000e+01	2.85001e-02	2.54873e-03	2.89161e+02
466	4.66000e+01	2.82490e-02	2.30529e-03	2.89431e+02
467	4.67000e+01	2.79830e-02	2.05809e-03	2.89694e+02
468	4.68000e+01	2.77042e-02	1.80868e-03	2.89946e+02
469	4.69000e+01	2.74142e-02	1.55915e-03	2.90184e+02
470	4.70000e+01	2.71142e-02	1.31184e-03	2.90407e+02
471	4.71000e+01	2.68054e-02	1.06898e-03	2.90615e+02
472	4.72000e+01	2.64899e-02	8.32428e-04	2.90807e+02
473	4.73000e+01	2.61707e-02	6.03543e-04	2.90985e+02
474	4.74000e+01	2.58512e-02	3.83389e-04	2.91146e+02
475	4.75000e+01	2.55350e-02	1.72973e-04	2.91291e+02
476	4.76000e+01	2.52243e-02	-2.64689e-05	2.91415e+02
477	4.77000e+01	2.49198e-02	-2.13330e-04	2.91519e+02
478	4.78000e+01	2.46200e-02	-3.85672e-04	2.91602e+02
479	4.79000e+01	2.43219e-02	-5.41460e-04	2.91665e+02
480	4.80000e+01	2.40224e-02	-6.78882e-04	2.91710e+02
481	4.81000e+01	2.37198e-02	-7.96603e-04	2.91738e+02
482	4.82000e+01	2.34149e-02	-8.93859e-04	2.91749e+02
483	4.83000e+01	2.31121e-02	-9.70367e-04	2.91741e+02
484	4.84000e+01	2.28184e-02	-1.02608e-03	2.91710e+02
485	4.85000e+01	2.25422e-02	-1.06090e-03	2.91652e+02
486	4.86000e+01	2.22915e-02	-1.07448e-03	2.91565e+02
487	4.87000e+01	2.20719e-02	-1.06623e-03	2.91451e+02
488	4.88000e+01	2.18856e-02	-1.03546e-03	2.91311e+02
489	4.89000e+01	2.17310e-02	-9.81731e-04	2.91153e+02
490	4.90000e+01	2.16037e-02	-9.05094e-04	2.90983e+02
491	4.91000e+01	2.14987e-02	-8.06327e-04	2.90803e+02
492	4.92000e+01	2.14117e-02	-6.86897e-04	2.90615e+02
493	4.93000e+01	2.13406e-02	-5.48734e-04	2.90414e+02
494	4.94000e+01	2.12860e-02	-3.93884e-04	2.90195e+02
495	4.95000e+01	2.12507e-02	-2.24151e-04	2.89949e+02
496	4.96000e+01	2.12385e-02	-4.08711e-05	2.89671e+02
497	4.97000e+01	2.12525e-02	1.55096e-04	2.89359e+02
498	4.98000e+01	2.12946e-02	3.63152e-04	2.89018e+02
499	4.99000e+01	2.13647e-02	5.82601e-04	2.88653e+02
500	5.00000e+01	2.14611e-02	8.12291e-04	2.88275e+02
