step	time	u	v	T
56	5.60000e+00	1.31838e-02	-5.34636e-03	2.92688e+02
57	5.70000e+00	1.15630e-02	-6.56199e-03	2.92927e+02
58	5.80000e+00	1.00143e-02	-7.84647e-03	2.92768e+02
59	5.90000e+00	8.64180e-03	-9.18432e-03	2.92310e+02
60	6.00000e+00	7.43707e-03	-1.05194e-02	2.91580e+02
61	6.10000e+00	6.35977e-03	-1.17674e-02	2.90408e+02
62	6.20000e+00	5.36349e-03	-1.28514e-02	2.88921e+02
63	6.30000e+00	4.42731e-03	-1.37208e-02	2.87465e+02
64	6.40000e+00	3.53581e-03	-1.43498e-02	2.86270e+02
65	6.50000e+00	2.71426e-03	-1.47429e-02	2.85417e+02
66	6.60000e+00	2.01755e-03	-1.49325e-02	2.84905e+02
67	6.70000e+00	1.50613e-03	-1.49759e-02	2.84628e+02
68	6.80000e+00	1.21876e-03	-1.49180e-02	2.84381e+02
69	6.90000e+00	1.15395e-03	-1.47709e-02	2.83928e+02
70	7.00000e+00	1.26797e-03	-1.45121e-02	2.83114e+02
71	7.10000e+00	1.48908e-03	-1.40998e-02	2.81955e+02
72	7.20000e+00	1.74102e-03	-1.34978e-02	2.80652e+02
73	7.30000e+00	1.96539e-03	-1.26923e-02	2.79500e+02
74	7.40000e+00	2.13573e-03	-1.16965e-02	2.78767e+02
75	7.50000e+00	2.25947e-03	-1.05421e-02	2.78584e+02
76	7.60000e+00	2.36941e-03	-9.26585e-03	2.78926e+02
77	7.70000e+00	2.51092e-03	-7.89927e-03	2.79622e+02
78	7.80000e+00	2.73275e-03	-6.46204e-03	2.80482e+02
79	7.90000e+00	3.04490e-03	-4.97094e-03	2.81296e+02
80	8.00000e+00	3.43333e-03	-3.43000e-03	2.81885e+02
81	8.10000e+00	3.86661e-03	-1.84302e-03	2.82193e+02
82	8.20000e+00	4.31190e-03	-2.15757e-04	2.82274e+02
83	8.30000e+00	5.70319e-03	4.83775e-03	2.82562e+02
84	8.40000e+00	6.32009e-03	6.54968e-03	2.83171e+02
85	8.50000e+00	7.10979e-03	8.23977e-03	2.84033e+02
86	8.60000e+00	8.11960e-03	9.81494e-03	2.84734e+02
87	8.70000e+00	1.07017e-02	1.22935e-02	2.83702e+02
88	8.80000e+00	1.21371e-02	1.31691e-02	2.81895e+02
89	8.90000e+00	1.36086e-02	1.38842e-02	2.80021e+02
90	9.00000e+00	1.51143e-02	1.45124e-02	2.78596e+02
91	9.10000e+00	1.99085e-02	1.59574e-02	2.76480e+02
92	9.20000e+00	2.16096e-02	1.62346e-02	2.76164e+02
93	9.30000e+00	2.33695e-02	1.64349e-02	2.76222e+02
94	9.40000e+00	2.51673e-02	1.65994e-02	2.76610e+02
95	9.50000e+00	2.69467e-02	1.67594e-02	2.77094e+02
96	9.60000e+00	2.86347e-02	1.69326e-02	2.77476e+02
97	9.70000e+00	3.01762e-02	1.71276e-02	2.77754e+02
98	9.80000e+00	3.15544e-02	1.73449e-02	2.78060e+02
99	9.90000e+00	3.27845e-02	1.75746e-02	2.78493e+02
100	1.00000e+01	3.38925e-02	1.77967e-02	2.79038e+02
101	1.01000e+01	3.49003e-02	1.79895e-02	2.79614e+02
102	1.02000e+01	3.58215e-02	1.81391e-02	2.80166e+02
103	1.03000e+01	3.66622e-02	1.82439e-02	2.80694e+02
104	1.04000e+01	3.74226e-02	1.83109e-02	2.81225e+02
105	1.05000e+01	3.80982e-02	1.83483e-02	2.81788e+02
106	1.06000e+01	3.86822e-02	1.83585e-02	2.82395e+02
107	1.07000e+01	3.91695e-02	1.83343e-02	2.83045e+02
108	1.08000e+01	3.95590e-02	1.82599e-02	2.83729e+02
109	1.09000e+01	3.98533e-02	1.81154e-02	2.84425e+02
110	1.10000e+01	4.00571e-02	1.78826e-02	2.85112e+02
111	1.11000e+01	4.01776e-02	1.75507e-02	2.85775e+02
112	1.12000e+01	4.02234e-02	1.71178e-02	2.86422e+02
113	1.13000e+01	4.02040e-02	1.65892e-02	2.87084e+02
114	1.14000e+01	4.01247e-02	1.59724e-02	2.87800e+02
115	1.15000e+01	3.99806e-02	1.52718e-02	2.88578e+02
116	1.16000e+01	3.97511e-02	1.44858e-02	2.89383e+02
117	1.17000e+01	3.94030e-02	1.36056e-02	2.90132e+02
118	1.18000e+01	3.89033e-02	1.26172e-02	2.90761e+02
119	1.19000e+01	3.82346e-02	1.15030e-02	2.91249e+02
120	1.20000e+01	3.74119e-02	1.02478e-02	2.91684e+02
121	1.21000e+01	3.64672e-02	8.83854e-03	2.92135e+02
122	1.22000e+01	3.54597e-02	7.27946e-03	2.92682e+02
123	1.23000e+01	3.44457e-02	5.57660e-03	2.93259e+02
124	1.24000e+01	3.34207e-02	3.77425e-03	2.93690e+02
125	1.25000e+01	3.23622e-02	1.90452e-03	2.93761e+02
126	1.26000e+01	3.12492e-02	-1.02706e-05	2.93439e+02
127	1.27000e+01	3.00817e-02	-1.96691e-03	2.92829e+02
128	1.28000e+01	2.88760e-02	-3.97747e-03	2.92070e+02
129	1.29000e+01	2.76571e-02	-6.05614e-03	2.91188e+02
130	1.30000e+01	2.64463e-02	-8.19424e-03	2.90161e+02
131	1.31000e+01	2.53134e-02	-1.03659e-02	2.88940e+02
132	1.32000e+01	2.42505e-02	-1.24905e-02	2.87521e+02
133	1.33000e+01	2.32524e-02	-1.44676e-02	2.85893e+02
134	1.34000e+01	2.23191e-02	-1.62342e-02	2.84196e+02
135	1.35000e+01	2.14600e-02	-1.77544e-02	2.82592e+02
136	1.36000e+01	2.06930e-02	-1.90190e-02	2.81197e+02
137	1.37000e+01	2.00410e-02	-2.00374e-02	2.80064e+02
138	1.38000e+01	1.95265e-02	-2.08238e-02	2.79201e+02
139	1.39000e+01	1.91645e-02	-2.13899e-02	2.78598e+02
140	1.40000e+01	1.89556e-02	-2.17416e-02	2.78236e+02
141	1.41000e+01	1.88838e-02	-2.18805e-02	2.78079e+02
142	1.42000e+01	1.89201e-02	-2.18085e-02	2.78082e+02
143	1.43000e+01	1.90298e-02	-2.15313e-02	2.78201e+02
144	1.44000e+01	1.91808e-02	-2.10606e-02	2.78411e+02
145	1.45000e+01	1.93484e-02	-2.04143e-02	2.78709e+02
146	1.46000e+01	1.95155e-02	-1.96133e-02	2.79103e+02
147	1.47000e+01	1.96696e-02	-1.86773e-02	2.79594e+02
148	1.48000e+01	1.98004e-02	-1.76213e-02	2.80155e+02
149	1.49000e+01	1.99001e-02	-1.64535e-02	2.80743e+02
150	1.50000e+01	1.99673e-02	-1.51773e-02	2.81315e+02
151	1.51000e+01	2.00086e-02	-1.37943e-02	2.81847e+02
152	1.52000e+01	2.00378e-02	-1.23088e-02	2.82344e+02
153	1.53000e+01	2.00700e-02	-1.07292e-02	2.82820e+02
154	1.54000e+01	2.01162e-02	-9.06729e-03	2.83284e+02
155	1.55000e+01	2.01755e-02	-7.33712e-03	2.83717e+02
156	1.56000e+01	2.02491e-02	-5.54942e-03	2.84081e+02
157	1.57000e+01	2.03292e-02	-3.71981e-03	2.84299e+02
158	1.58000e+01	2.04189e-02	-1.85022e-03	2.84321e+02
159	1.59000e+01	2.05398e-02	5.23732e-05	2.84144e+02
160	1.60000e+01	2.07286e-02	1.96914e-03	2.83801e+02
161	1.61000e+01	2.10228e-02	3.86216e-03	2.83295e+02
162	1.62000e+01	2.14454e-02	5.67633e-03	2.82561e+02
163	1.63000e+01	2.19983e-02	7.35114e-03	2.81539e+02
164	1.64000e+01	2.26726e-02	8.84274e-03	2.80282e+02
165	1.65000e+01	2.34587e-02	1.01371e-02	2.79013e+02
166	1.66000e+01	2.43514e-02	1.12434e-02	2.77953e+02
167	1.67000e+01	2.53433e-02	1.21842e-02	2.77180e+02
168	1.68000e+01	2.64178e-02	1.29698e-02	2.76610e+02
169	1.69000e+01	2.75540e-02	1.36037e-02	2.76134e+02
170	1.70000e+01	3.12639e-02	1.47857e-02	2.75529e+02
171	1.71000e+01	3.25920e-02	1.50512e-02	2.75698e+02
172	1.72000e+01	3.39297e-02	1.53005e-02	2.75933e+02
173	1.73000e+01	3.52408e-02	1.55484e-02	2.76175e+02
174	1.74000e+01	3.64960e-02	1.58027e-02	2.76440e+02
175	1.75000e+01	3.76747e-02	1.60644e-02	2.76769e+02
176	1.76000e+01	3.87599e-02	1.63292e-02	2.77169e+02
177	1.77000e+01	3.97352e-02	1.65894e-02	2.77613e+02
178	1.78000e+01	4.05906e-02	1.68388e-02	2.78076e+02
179	1.79000e+01	4.19736e-02	1.72965e-02	2.79047e+02
180	1.80000e+01	4.25491e-02	1.75024e-02	2.79570e+02
181	1.81000e+01	4.30827e-02	1.76869e-02	2.80116e+02
182	1.82000e+01	4.35888e-02	1.78401e-02	2.80678e+02
183	1.83000e+01	4.40656e-02	1.79508e-02	2.81256e+02
184	1.84000e+01	4.44977e-02	1.80083e-02	2.81861e+02
185	1.85000e+01	4.48613e-02	1.80045e-02	2.82504e+02
186	1.86000e+01	4.51332e-02	1.79338e-02	2.83195e+02
187	1.87000e+01	4.52966e-02	1.77919e-02	2.83934e+02
188	1.88000e+01	4.53456e-02	1.75739e-02	2.84707e+02
189	1.89000e+01	4.52845e-02	1.72726e-02	2.85497e+02
190	1.90000e+01	4.51246e-02	1.68792e-02	2.86291e+02
191	1.91000e+01	4.48782e-02	1.63840e-02	2.87080e+02
192	1.92000e+01	4.45519e-02	1.57797e-02	2.87857e+02
193	1.93000e+01	4.41417e-02	1.50621e-02	2.88597e+02
194	1.94000e+01	4.36325e-02	1.42308e-02	2.89267e+02
195	1.95000e+01	4.30050e-02	1.32860e-02	2.89836e+02
196	1.96000e+01	4.22474e-02	1.22260e-02	2.90324e+02
197	1.97000e+01	4.13608e-02	1.10431e-02	2.90771e+02
198	1.98000e+01	4.03684e-02	9.72766e-03	2.91241e+02
199	1.99000e+01	3.92822e-02	8.26939e-03	2.91696e+02
200	2.00000e+01	3.81548e-02	6.66916e-03	2.92064e+02
201	2.01000e+01	3.69981e-02	4.93842e-03	2.92199e+02
202	2.02000e+01	3.58082e-02	3.11386e-03	2.91924e+02
203	2.03000e+01	3.45858e-02	1.21814e-03	2.91227e+02
204	2.04000e+01	3.33458e-02	-7.31818e-04	2.90248e+02
205	2.05000e+01	3.21076e-02	-2.72723e-03	2.89151e+02
206	2.06000e+01	3.08849e-02	-4.75639e-03	2.88035e+02
207	2.07000e+01	2.96749e-02	-6.79785e-03	2.86858e+02
208	2.08000e+01	2.84964e-02	-8.80551e-03	2.85594e+02
209	2.09000e+01	2.73826e-02	-1.07340e-02	2.84228e+02
210	2.10000e+01	2.63480e-02	-1.24991e-02	2.82853e+02
211	2.11000e+01	2.54260e-02	-1.40546e-02	2.81575e+02
212	2.12000e+01	2.46519e-02	-1.53890e-02	2.80509e+02
213	2.13000e+01	2.40476e-02	-1.65065e-02	2.79689e+02
214	2.14000e+01	2.36120e-02	-1.74134e-02	2.79085e+02
215	2.15000e+01	2.33233e-02	-1.81112e-02	2.78646e+02
216	2.16000e+01	2.31490e-02	-1.85982e-02	2.78356e+02
217	2.17000e+01	2.30565e-02	-1.88747e-02	2.78230e+02
218	2.18000e+01	2.30197e-02	-1.89475e-02	2.78295e+02
219	2.19000e+01	2.30214e-02	-1.88303e-02	2.78553e+02
220	2.20000e+01	2.30505e-02	-1.85403e-02	2.78974e+02
221	2.21000e+01	2.30985e-02	-1.80945e-02	2.79501e+02
222	2.22000e+01	2.31562e-02	-1.75074e-02	2.80074e+02
223	2.23000e+01	2.32121e-02	-1.67907e-02	2.80643e+02
224	2.24000e+01	2.32532e-02	-1.59535e-02	2.81182e+02
225	2.25000e+01	2.32680e-02	-1.50031e-02	2.81680e+02
226	2.26000e+01	2.32503e-02	-1.39453e-02	2.82141e+02
227	2.27000e+01	2.32025e-02	-1.27838e-02	2.82577e+02
228	2.28000e+01	2.31373e-02	-1.15208e-02	2.82999e+02
229	2.29000e+01	2.30749e-02	-1.01576e-02	2.83416e+02
230	2.30000e+01	2.30394e-02	-8.69639e-03	2.83823e+02
231	2.31000e+01	2.30479e-02	-7.14381e-03	2.84202e+02
232	2.32000e+01	2.31169e-02	-5.51234e-03	2.84514e+02
233	2.33000e+01	2.32430e-02	-3.82424e-03	2.84696e+02
234	2.34000e+01	2.34161e-02	-2.09940e-03	2.84653e+02
235	2.35000e+01	2.36282e-02	-3.62755e-04	2.84321e+02
236	2.36000e+01	2.38819e-02	1.35750e-03	2.83691e+02
237	2.37000e+01	2.41938e-02	3.03135e-03	2.82820e+02
238	2.38000e+01	2.51008e-02	6.11654e-03	2.80740e+02
239	2.39000e+01	2.57435e-02	7.47026e-03	2.79702e+02
240	2.40000e+01	2.65228e-02	8.66741e-03	2.78719e+02
241	2.41000e+01	2.74309e-02	9.70270e-03	2.77852e+02
242	2.42000e+01	2.84477e-02	1.05747e-02	2.77109e+02
243	2.43000e+01	2.95456e-02	1.13029e-02	2.76507e+02
244	2.44000e+01	3.06953e-02	1.19108e-02	2.76056e+02
245	2.45000e+01	3.18700e-02	1.24218e-02	2.75755e+02
246	2.46000e+01	3.30486e-02	1.28577e-02	2.75596e+02
247	2.47000e+01	3.53686e-02	1.35828e-02	2.75674e+02
248	2.48000e+01	3.65000e-02	1.39067e-02	2.75882e+02
249	2.49000e+01	3.76070e-02	1.42235e-02	2.76171e+02
250	2.50000e+01	3.86793e-02	1.45420e-02	2.76514e+02
251	2.51000e+01	3.96991e-02	1.48656e-02	2.76890e+02
252	2.52000e+01	4.06443e-02	1.51925e-02	2.77292e+02
253	2.53000e+01	4.14937e-02	1.55171e-02	2.77719e+02
254	2.54000e+01	4.22348e-02	1.58321e-02	2.78180e+02
255	2.55000e+01	4.28679e-02	1.61297e-02	2.78679e+02
256	2.56000e+01	4.34064e-02	1.64033e-02	2.79218e+02
257	2.57000e+01	4.38731e-02	1.66468e-02	2.79789e+02
258	2.58000e+01	4.42917e-02	1.68547e-02	2.80384e+02
259	2.59000e+01	4.46799e-02	1.70207e-02	2.80993e+02
260	2.60000e+01	4.50430e-02	1.71375e-02	2.81611e+02
261	2.61000e+01	4.53737e-02	1.71969e-02	2.82244e+02
262	2.62000e+01	4.56544e-02	1.71904e-02	2.82905e+02
263	2.63000e+01	4.58623e-02	1.71097e-02	2.83605e+02
264	2.64000e+01	4.59752e-02	1.69470e-02	2.84347e+02
265	2.65000e+01	4.59757e-02	1.66957e-02	2.85114e+02
266	2.66000e+01	4.58545e-02	1.63489e-02	2.85882e+02
267	2.67000e+01	4.56118e-02	1.58997e-02	2.86628e+02
268	2.68000e+01	4.52567e-02	1.53406e-02	2.87347e+02
269	2.69000e+01	4.48033e-02	1.46637e-02	2.88042e+02
270	2.70000e+01	4.42631e-02	1.38627e-02	2.88714e+02
271	2.71000e+01	4.36382e-02	1.29337e-02	2.89324e+02
272	2.72000e+01	4.29211e-02	1.18770e-02	2.89826e+02
273	2.73000e+01	4.20971e-02	1.06940e-02	2.90167e+02
274	2.74000e+01	4.11641e-02	9.38635e-03	2.90364e+02
275	2.75000e+01	4.01235e-02	7.95208e-03	2.90464e+02
276	2.76000e+01	3.90301e-02	6.38583e-03	2.90529e+02
277	2.77000e+01	3.78974e-02	4.69264e-03	2.90520e+02
278	2.78000e+01	3.67305e-02	2.89268e-03	2.90286e+02
279	2.79000e+01	3.55292e-02	1.00881e-03	2.89729e+02
280	2.80000e+01	3.43002e-02	-9.28919e-04	2.88860e+02
281	2.81000e+01	3.30604e-02	-2.89230e-03	2.87762e+02
282	2.82000e+01	3.18349e-02	-4.85664e-03	2.86562e+02
283	2.83000e+01	3.06470e-02	-6.80204e-03	2.85307e+02
284	2.84000e+01	2.95304e-02	-8.69629e-03	2.84054e+02
285	2.85000e+01	2.85205e-02	-1.05106e-02	2.82802e+02
286	2.86000e+01	2.76194e-02	-1.21751e-02	2.81620e+02
287	2.87000e+01	2.68355e-02	-1.36432e-02	2.80572e+02
288	2.88000e+01	2.61786e-02	-1.48960e-02	2.79744e+02
289	2.89000e+01	2.56549e-02	-1.59316e-02	2.79170e+02
290	2.90000e+01	2.52621e-02	-1.67559e-02	2.78833e+02
291	2.91000e+01	2.49888e-02	-1.73771e-02	2.78678e+02
292	2.92000e+01	2.48169e-02	-1.78009e-02	2.78657e+02
293	2.93000e+01	2.47264e-02	-1.80328e-02	2.78743e+02
294	2.94000e+01	2.46978e-02	-1.80801e-02	2.78931e+02
295	2.95000e+01	2.47137e-02	-1.79537e-02	2.79225e+02
296	2.96000e+01	2.47582e-02	-1.76675e-02	2.79621e+02
297	2.97000e+01	2.48161e-02	-1.72355e-02	2.80106e+02
298	2.98000e+01	2.48730e-02	-1.66698e-02	2.80652e+02
299	2.99000e+01	2.49162e-02	-1.59788e-02	2.81232e+02
300	3.00000e+01	2.49370e-02	-1.51678e-02	2.81820e+02
301	3.01000e+01	2.49307e-02	-1.42404e-02	2.82398e+02
302	3.02000e+01	2.48972e-02	-1.32000e-02	2.82950e+02
303	3.03000e+01	2.48398e-02	-1.20507e-02	2.83454e+02
304	3.04000e+01	2.47666e-02	-1.07969e-02	2.83887e+02
305	3.05000e+01	2.46902e-02	-9.44358e-03	2.84227e+02
306	3.06000e+01	2.46297e-02	-7.99745e-03	2.84463e+02
307	3.07000e+01	2.46066e-02	-6.46726e-03	2.84599e+02
308	3.08000e+01	2.46457e-02	-4.87168e-03	2.84625e+02
309	3.09000e+01	2.47568e-02	-3.22944e-03	2.84529e+02
310	3.10000e+01	2.49409e-02	-1.56320e-03	2.84255e+02
311	3.11000e+01	2.51919e-02	1.00279e-04	2.83758e+02
312	3.12000e+01	2.55050e-02	1.73228e-03	2.83033e+02
313	3.13000e+01	2.58832e-02	3.30473e-03	2.82120e+02
314	3.14000e+01	2.63386e-02	4.79100e-03	2.81095e+02
315	3.15000e+01	2.68896e-02	6.16579e-03	2.80035e+02
316	3.16000e+01	2.75524e-02	7.40786e-03	2.79016e+02
317	3.17000e+01	2.83336e-02	8.49937e-03	2.78074e+02
318	3.18000e+01	2.92326e-02	9.43864e-03	2.77272e+02
319	3.19000e+01	3.02359e-02	1.02297e-02	2.76639e+02
320	3.20000e+01	3.13211e-02	1.08921e-02	2.76172e+02
321	3.21000e+01	3.24603e-02	1.14533e-02	2.75865e+02
322	3.22000e+01	3.36246e-02	1.19395e-02	2.75695e+02
323	3.23000e+01	3.47889e-02	1.23724e-02	2.75646e+02
324	3.24000e+01	3.59340e-02	1.27686e-02	2.75711e+02
325	3.25000e+01	3.70463e-02	1.31401e-02	2.75884e+02
326	3.26000e+01	3.81159e-02	1.34956e-02	2.76148e+02
327	3.27000e+01	3.91334e-02	1.38418e-02	2.76472e+02
328	3.28000e+01	4.00906e-02	1.41840e-02	2.76830e+02
329	3.29000e+01	4.09816e-02	1.45256e-02	2.77208e+02
330	3.30000e+01	4.18037e-02	1.48672e-02	2.77610e+02
331	3.31000e+01	4.25561e-02	1.52055e-02	2.78046e+02
332	3.32000e+01	4.32378e-02	1.55330e-02	2.78520e+02
333	3.33000e+01	4.38459e-02	1.58398e-02	2.79033e+02
334	3.34000e+01	4.43773e-02	1.61160e-02	2.79581e+02
335	3.35000e+01	4.48305e-02	1.63531e-02	2.80163e+02
336	3.36000e+01	4.52075e-02	1.65451e-02	2.80779e+02
337	3.37000e+01	4.55135e-02	1.66869e-02	2.81426e+02
338	3.38000e+01	4.57552e-02	1.67731e-02	2.82094e+02
339	3.39000e+01	4.59383e-02	1.67965e-02	2.82773e+02
340	3.40000e+01	4.60650e-02	1.67480e-02	2.83459e+02
341	3.41000e+01	4.61334e-02	1.66176e-02	2.84156e+02
342	3.42000e+01	4.61357e-02	1.63961e-02	2.84869e+02
343	3.43000e+01	4.60591e-02	1.60765e-02	2.85595e+02
344	3.44000e+01	4.58870e-02	1.56541e-02	2.86317e+02
345	3.45000e+01	4.56027e-02	1.51259e-02	2.87006e+02
346	3.46000e+01	4.51956e-02	1.44877e-02	2.87644e+02
347	3.47000e+01	4.46654e-02	1.37333e-02	2.88242e+02
348	3.48000e+01	4.40225e-02	1.28535e-02	2.88814e+02
349	3.49000e+01	4.32823e-02	1.18396e-02	2.89365e+02
350	3.50000e+01	4.24537e-02	1.06860e-02	2.89838e+02
351	3.51000e+01	4.15428e-02	9.39499e-03	2.90162e+02
352	3.52000e+01	4.05417e-02	7.97406e-03	2.90261e+02
353	3.53000e+01	3.94878e-02	6.43228e-03	2.90157e+02
354	3.54000e+01	3.83904e-02	4.78252e-03	2.89886e+02
355	3.55000e+01	3.72605e-02	3.04042e-03	2.89448e+02
356	3.56000e+01	3.61069e-02	1.21495e-03	2.88857e+02
357	3.57000e+01	3.49360e-02	-6.77491e-04	2.88118e+02
358	3.58000e+01	3.37526e-02	-2.61094e-03	2.87224e+02
359	3.59000e+01	3.25639e-02	-4.55161e-03	2.86181e+02
360	3.60000e+01	3.13901e-02	-6.46479e-03	2.85004e+02
361	3.61000e+01	3.02652e-02	-8.31353e-03	2.83778e+02
362	3.62000e+01	2.92484e-02	-1.00739e-02	2.82555e+02
363	3.63000e+01	2.83558e-02	-1.16982e-02	2.81430e+02
364	3.64000e+01	2.75976e-02	-1.31429e-02	2.80446e+02
365	3.65000e+01	2.69725e-02	-1.43892e-02	2.79654e+02
366	3.66000e+01	2.64704e-02	-1.54258e-02	2.79079e+02
367	3.67000e+01	2.60765e-02	-1.62494e-02	2.78724e+02
368	3.68000e+01	2.57767e-02	-1.68644e-02	2.78584e+02
369	3.69000e+01	2.55596e-02	-1.72806e-02	2.78641e+02
370	3.70000e+01	2.54161e-02	-1.75101e-02	2.78866e+02
371	3.71000e+01	2.53369e-02	-1.75653e-02	2.79212e+02
372	3.72000e+01	2.53105e-02	-1.74571e-02	2.79631e+02
373	3.73000e+01	2.53229e-02	-1.71956e-02	2.80082e+02
374	3.74000e+01	2.53581e-02	-1.67906e-02	2.80548e+02
375	3.75000e+01	2.54000e-02	-1.62521e-02	2.81024e+02
376	3.76000e+01	2.54339e-02	-1.55895e-02	2.81517e+02
377	3.77000e+01	2.54492e-02	-1.48100e-02	2.82032e+02
378	3.78000e+01	2.54407e-02	-1.39175e-02	2.82564e+02
379	3.79000e+01	2.54100e-02	-1.29132e-02	2.83103e+02
380	3.80000e+01	2.53641e-02	-1.17970e-02	2.83627e+02
381	3.81000e+01	2.53134e-02	-1.05701e-02	2.84109e+02
382	3.82000e+01	2.52687e-02	-9.23688e-03	2.84511e+02
383	3.83000e+01	2.52402e-02	-7.80747e-03	2.84796e+02
384	3.84000e+01	2.52394e-02	-6.29551e-03	2.84935e+02
385	3.85000e+01	2.52798e-02	-4.72544e-03	2.84893e+02
386	3.86000e+01	2.53708e-02	-3.11678e-03	2.84654e+02
387	3.87000e+01	2.55233e-02	-1.49114e-03	2.84196e+02
388	3.88000e+01	2.57497e-02	1.28112e-04	2.83534e+02
389	3.89000e+01	2.60627e-02	1.71597e-03	2.82716e+02
390	3.90000e+01	2.64736e-02	3.24629e-03	2.81798e+02
391	3.91000e+01	2.69889e-02	4.69236e-03	2.80833e+02
392	3.92000e+01	2.76094e-02	6.02784e-03	2.79847e+02
393	3.93000e+01	2.83302e-02	7.23189e-03	2.78878e+02
394	3.94000e+01	2.91396e-02	8.29026e-03	2.77958e+02
395	3.95000e+01	3.00310e-02	9.20401e-03	2.77161e+02
396	3.96000e+01	3.09930e-02	9.98137e-03	2.76545e+02
397	3.97000e+01	3.20123e-02	1.06374e-02	2.76105e+02
398	3.98000e+01	3.30723e-02	1.11958e-02	2.75825e+02
399	3.99000e+01	3.41569e-02	1.16799e-02	2.75677e+02
400	4.00000e+01	3.52523e-02	1.21110e-02	2.75644e+02
401	4.01000e+01	3.63475e-02	1.25076e-02	2.75722e+02
402	4.02000e+01	3.74326e-02	1.28848e-02	2.75910e+02
403	4.03000e+01	3.84943e-02	1.32522e-02	2.76190e+02
404	4.04000e+01	3.95143e-02	1.36149e-02	2.76535e+02
405	4.05000e+01	4.04725e-02	1.39742e-02	2.76913e+02
406	4.06000e+01	4.13518e-02	1.43297e-02	2.77313e+02
